sentence,sentiment,topic,sentence_seg
em chưa hiểu rõ cách thức chấm điểm bài kiểm tra thực hành .,negative,training_program,em chưa hiểu rõ cách_thức chấm điểm bài kiểm_tra thực_hành .
làm bài tập nhiều mặc dù không hiểu lắm .,negative,training_program,làm bài_tập nhiều mặc_dù không hiểu lắm .
thi thoảng nghỉ học không thông báo trên daa .,negative,lecturer,thi_thoảng nghỉ học không thông_báo trên daa .
"thầy dạy dễ hiểu , tiết học dễ hiểu , sôi nổi .",positive,lecturer,"thầy dạy dễ hiểu , tiết học dễ hiểu , sôi_nổi ."
"thầy giảng dạy nhiệt tình , truyền cảm .",positive,lecturer,"thầy giảng_dạy nhiệt_tình , truyền_cảm ."
"giảng dạy rất chi tiết , dễ hiểu và dễ tiếp thu .",positive,lecturer,"giảng_dạy rất chi_tiết , dễ hiểu và dễ tiếp_thu ."
truyền đạt những kiến thức tốt .,positive,lecturer,truyền_đạt những kiến_thức tốt .
cô vui tính .,positive,lecturer,cô vui_tính .
nếu có thì chỉ hướng dẫn bằng lý thuyết mà không làm bài tập mẫu cho sinh viên .,negative,lecturer,nếu có thì chỉ hướng_dẫn bằng lý_thuyết mà không làm bài_tập mẫu cho sinh_viên .
cô chưa có nhiều kênh bài tập cho sinh viên .,negative,lecturer,cô chưa có nhiều kênh bài_tập cho sinh_viên .
bạn nào khá thì có thể áp dụng công thức vào bài tập cả lớp chưa đến 30% còn thực sự hiểu môn học thì rất ít người hiểu .,negative,others,bạn nào khá thì có_thể áp_dụng công_thức vào bài_tập cả lớp chưa đến 30 % còn thực_sự hiểu môn_học thì rất ít người hiểu .
thầy dạy hơi nhanh .,negative,lecturer,thầy dạy hơi nhanh .
ít hướng dẫn sinh viên trong giờ thực hành .,negative,lecturer,ít hướng_dẫn sinh_viên trong giờ thực_hành .
không thực hành được buổi nào .,negative,others,không thực_hành được buổi nào .
"thầy dạy phần lý thuyết hay , nắm bắt được khả năng của sinh viên .",positive,lecturer,"thầy dạy phần lý_thuyết hay , nắm_bắt được khả_năng của sinh_viên ."
"ví dụ đề tài của em là doubledot các nguyên lý cơ bản , bao gồm 7 nguyên tắc của bohm ( 1983 ) .",neutral,others,"ví_dụ đề_tài của em là doubledot các nguyên_lý cơ_bản , bao_gồm 7 nguyên_tắc của bohm ( 1983 ) ."
"giáo viên nhiệt tình , dạy dễ hiểu , tận tình với sinh viên .",positive,lecturer,"giáo_viên nhiệt_tình , dạy dễ hiểu , tận_tình với sinh_viên ."
"tân tâm , nhiệt tình trong lớp lẫn bên ngoài .",positive,lecturer,"tân tâm , nhiệt_tình trong lớp lẫn bên ngoài ."
thầy giảng dạy tận tâm nhiệt tình .,positive,lecturer,thầy giảng_dạy tận_tâm nhiệt_tình .
"thầy vui tính , giảng bài dễ hiểu , nhiệt tình .",positive,lecturer,"thầy vui_tính , giảng bài dễ hiểu , nhiệt_tình ."
thầy giáo dạy nhiệt tình .,positive,lecturer,thầy_giáo dạy nhiệt_tình .
"dạy dễ hiểu , gần gũi sinh viên .",positive,lecturer,"dạy dễ hiểu , gần_gũi sinh_viên ."
"cô dạy rất nhiệt tình và tài liệu của cô rất cụ thể dễ hiểu , cô hướng dẫn rất tận tình .",positive,lecturer,"cô dạy rất nhiệt_tình và tài_liệu của cô rất cụ_thể dễ hiểu , cô hướng_dẫn rất tận_tình ."
mong thầy cố gắng trong các học kỳ sau .,negative,lecturer,mong thầy cố_gắng trong các học_kỳ sau .
cần đưa ra nhiều ví dụ minh họa hơn .,negative,training_program,cần đưa ra nhiều ví_dụ minh_họa hơn .
"giảng viên hoà đồng , vui vẻ , chỉ giảng tận tình sinh viên ham học hỏi .",positive,lecturer,"giảng_viên hoà_đồng , vui_vẻ , chỉ giảng tận_tình sinh_viên ham học_hỏi ."
giảng viên không dạy một tiết thực hành nào .,negative,lecturer,giảng_viên không dạy một tiết thực_hành nào .
không !,neutral,others,không !
nên có sự thống nhất giữa các giảng viên bộ môn trong đề cương giảng dạy .,negative,lecturer,nên có sự thống_nhất giữa các giảng_viên bộ_môn trong đề_cương giảng_dạy .
"có những phần kiến thức chỉ một nửa lớp được học nhưng giảng viên nghĩ là cả lớp đã học rồi nên chỉ overview , những sinh viên còn lại khó nắm được .",negative,lecturer,"có những phần kiến_thức chỉ một nửa lớp được học nhưng giảng_viên nghĩ là cả lớp đã học rồi nên chỉ overview , những sinh_viên còn lại khó nắm được ."
máy tính cập nhật nhanh hơn .,negative,facility,máy_tính cập_nhật nhanh hơn .
"vui , hòa đồng , nhiệt tình .",positive,lecturer,"vui , hòa đồng , nhiệt_tình ."
có giúp đỡ sinh viên học tập nghiên cứu .,positive,lecturer,có giúp_đỡ sinh_viên học_tập nghiên_cứu .
"giảng viên tận tâm , nhiệt tình , ham học hỏi .",positive,lecturer,"giảng_viên tận_tâm , nhiệt_tình , ham học_hỏi ."
"tuy nhiên cô nên cân nhắc lại về số lượng yêu cầu đối với sinh viên để sinh viên không bị khớp vì quá nhiều dẫn đến làm qua loa cho có , như vậy thì kết quả lại không tốt .",negative,lecturer,"tuy_nhiên cô nên cân_nhắc lại về số_lượng yêu_cầu đối_với sinh_viên để sinh_viên không bị khớp vì quá nhiều dẫn đến làm qua_loa cho có , như_vậy thì kết_quả lại không tốt ."
"cô rất tận tâm , rất ok , em rất thích cách dạy và học của cô ( mặc dù hơi nhanh tí ) .",positive,lecturer,"cô rất tận_tâm , rất ok , em rất thích cách dạy và học của cô ( mặc_dù hơi nhanh tí ) ."
mong thầy và nhà trường xem xét lại những điều em vừa nói .,negative,lecturer,mong thầy và nhà_trường xem_xét_lại những điều em vừa nói .
"thầy tận tâm , nhiệt tình , tạo động lực cho sinh viên .",positive,lecturer,"thầy tận_tâm , nhiệt_tình , tạo động_lực cho sinh_viên ."
"thầy giáo tận tình , dạy kỹ , thường đưa ra câu hỏi để xem xét mức độ hiểu biết của sinh viên .",positive,lecturer,"thầy_giáo tận_tình , dạy kỹ , thường đưa ra câu hỏi để xem_xét mức_độ hiểu_biết của sinh_viên ."
cần tăng cương trao đổi giữa sinh viên và giáo viên .,negative,training_program,cần tăng cương trao_đổi giữa sinh_viên và giáo_viên .
nói chung là nghe không bao giờ nghe rõ được .,negative,others,nói_chung là nghe không bao_giờ nghe rõ được .
cách truyền đạt của giáo viên chưa có sức hút đối với sinh viên nhiều cho lắm .,negative,lecturer,cách truyền_đạt của giáo_viên chưa có sức hút đối_với sinh_viên nhiều cho lắm .
"cô giáo thân thiện dễ gần , thực hành nhiều .",positive,lecturer,"cô_giáo thân_thiện dễ gần , thực_hành nhiều ."
chưa tiếp thu trọn vẹn .,negative,lecturer,chưa tiếp_thu trọn_vẹn .
cần cải tiến trang thiết thực hành .,negative,facility,cần cải_tiến trang thiết_thực_hành .
giảng kỹ hơn .,negative,lecturer,giảng kỹ hơn .
còn hơi kéo thời gian .,negative,lecturer,còn hơi kéo thời_gian .
có nhiều bài tập về nhà cơ bản lẫn nâng cao và giảng viên sửa bài đủ .,positive,lecturer,có nhiều bài_tập về nhà cơ_bản lẫn nâng cao và giảng_viên sửa bài đủ .
thầy rất hiền và kiên trì giảng dạy cho lớp mặc dù môn học này đối với em không được hứng thú lắm .,negative,lecturer,thầy rất hiền và kiên_trì giảng_dạy cho lớp mặc_dù môn_học này đối_với em không được hứng_thú lắm .
đôi lúc giảng bài hơi nhanh .,negative,lecturer,đôi lúc giảng bài hơi nhanh .
có một số buổi không đi dạy .,negative,lecturer,có một_số buổi không đi dạy .
thầy nhiệt tình và dạy dễ hiểu .,positive,lecturer,thầy nhiệt_tình và dạy dễ hiểu .
"có kiến thức nền tảng này , sinh viên có thể học thêm bất kỳ công nghệ cụ thể nào đó dễ dàng , cũng như tiếp thu thay đổi công nghệ mới nhanh chóng .",positive,others,"có kiến_thức nền_tảng này , sinh_viên có_thể học thêm bất_kỳ_công_nghệ_cụ_thể nào đó dễ_dàng , cũng như tiếp_thu thay_đổi công_nghệ mới nhanh_chóng ."
"cấu trúc đề cương của thầy chưa rõ ràng , lý thuyết chưa được trình bày rõ trong các buổi học .",negative,training_program,"cấu_trúc đề_cương của thầy chưa rõ_ràng , lý_thuyết chưa được trình_bày rõ trong các buổi học ."
tài liệu hỗ trợ toàn tiếng anh rất khó học .,negative,training_program,tài_liệu hỗ_trợ toàn tiếng anh rất khó học .
chưa nhận được gì từ môn học này .,negative,others,chưa nhận được gì từ môn_học này .
"giảng viên không hề giảng dạy , chỉ đưa đề cương rồi thôi .",negative,lecturer,"giảng_viên không hề giảng_dạy , chỉ đưa đề_cương rồi thôi ."
bài tập mỗi tuần đều có và đầy đủ .,positive,training_program,bài_tập mỗi tuần đều có và đầy_đủ .
em xin cảm ơn .,positive,others,em xin cảm_ơn .
thầy cần phải cho sinh viên biết được học môn này có tác dụng gì và làm được gì khi học xong .,negative,lecturer,thầy cần phải cho sinh_viên biết được học môn này có tác_dụng gì và làm được gì khi học xong .
đề nghị tăng thời gian thưc hành .,negative,training_program,đề_nghị tăng thời_gian thưc hành .
không được làm những chuyện riêng trong lúc dạy thực hành .,negative,lecturer,không được làm những chuyện riêng trong lúc dạy thực_hành .
hỗ trợ thêm giáo trình không phải slide cho sinh viên .,negative,facility,hỗ_trợ thêm giáo_trình không phải slide cho sinh_viên .
cô wzjwz259 rất vui và nhiệt tình .,positive,lecturer,cô wzjwz259 rất vui và nhiệt_tình .
"giáo viện nhiệt tình , tận tâm .",positive,lecturer,"giáo viện nhiệt_tình , tận_tâm ."
"kiến thức được giảng viên trình bày rõ ràng , dễ hiểu cho sinh viên .",positive,training_program,"kiến_thức được giảng_viên trình_bày rõ_ràng , dễ hiểu cho sinh_viên ."
cần thêm nhiều kit để thực hành .,negative,facility,cần thêm nhiều kit để thực_hành .
dạy khó hiểu quá nhanh .,negative,lecturer,dạy khó hiểu quá nhanh .
"luôn gần gũi , tham khảo ý kiến sinh viên và thống nhất cũng sinh viên .",positive,lecturer,"luôn gần_gũi , tham_khảo ý_kiến sinh_viên và thống_nhất cũng sinh_viên ."
sắp xếp lịch học bù chưa hợp lý .,negative,training_program,sắp_xếp lịch học bù chưa hợp_lý .
"nhà trường nên đưa môn học này vào thời khóa biểu bắt buộc ở học kỳ 1 của các sinh viên năm nhất nhằm giúp các em nắm biết được mình nên học gì , mình có nên chuyển đổi ngành hay không .",negative,training_program,"nhà_trường nên đưa môn_học này vào thời khóa biểu bắt_buộc ở học_kỳ 1 của các sinh_viên năm nhất nhằm giúp các em nắm biết được mình nên học gì , mình có nên chuyển_đổi ngành hay không ."
thời gian thực hành cần nhiều hơn .,negative,training_program,thời_gian thực_hành cần nhiều hơn .
giảng viên rất nhiệt tình trong giảng dạy .,positive,lecturer,giảng_viên rất nhiệt_tình trong giảng_dạy .
slide chuẩn bị chưa tốt .,negative,training_program,slide chuẩn_bị chưa tốt .
thầy hay đòi hỏi sinh viên những điều hơi quá cao .,negative,lecturer,thầy hay đòi_hỏi sinh_viên những điều hơi quá cao .
cô giảng hướng dẫn nhiệt tình .,positive,lecturer,cô giảng hướng_dẫn_nhiệt_tình .
"chúng em đã gặp khó khắn với khổ giấy nhỏ , mô hình thì lớn và phức tạp .",negative,others,"chúng em đã gặp khó khắn với khổ giấy nhỏ , mô_hình thì lớn và phức_tạp ."
giảng quá nhiều không đánh vào trọng tâm .,negative,lecturer,giảng quá nhiều không đánh vào trọng_tâm .
"em không muốn nói gì nhưng mong thầy xem lại cách đánh giá sinh viên để công bằng hơn , cái sinh viên không biết không phải chỉ ở cúp tiết mà còn ở cách giảng dạy , truyền đạt ở giảng viên , ví dụ như cô wzjwz324 , rất dễ hiểu , tận tâm .",negative,lecturer,"em không muốn nói gì nhưng mong thầy xem_lại cách đánh_giá sinh_viên để công_bằng hơn , cái sinh_viên không biết không phải chỉ ở cúp tiết mà còn ở cách giảng_dạy , truyền_đạt ở giảng_viên , ví_dụ như cô wzjwz324 , rất dễ hiểu , tận_tâm ."
